"","Country_Region","Confirmed","Deaths","Recovered","Date"
"31652","Seychelles",11,0,6,"05-04-2020"
"31661","Sierra Leone",178,9,37,"05-04-2020"
"3170","Somalia",756,35,61,"05-04-2020"
"3171","South Africa",7220,138,2746,"05-04-2020"
"31722","South Sudan",46,0,0,"05-04-2020"
"31753","Sudan",678,41,61,"05-04-2020"
"31821","Tanzania",480,16,167,"05-04-2020"
"31851","Togo",126,9,74,"05-04-2020"
"31871","Tunisia",1018,43,406,"05-04-2020"
"31891","Uganda",97,0,55,"05-04-2020"
"31981","Western Sahara",6,0,5,"05-04-2020"
"3200","Zambia",137,3,78,"05-04-2020"
"3201","Zimbabwe",34,4,5,"05-04-2020"
"30292","Algeria",4838,470,2067,"05-05-2020"
"30316","Angola",36,2,11,"05-05-2020"
"30445","Benin",96,2,50,"05-05-2020"
"30484","Botswana",23,1,8,"05-05-2020"
"30527","Burkina Faso",688,48,548,"05-05-2020"
"30544","Burundi",15,1,7,"05-05-2020"
"30571","Cameroon",2104,64,953,"05-05-2020"
"30585","Central African Republic",85,0,10,"05-05-2020"
"30594","Chad",170,17,43,"05-05-2020"
"30626","Comoros",3,0,0,"05-05-2020"
"30633","Congo (Brazzaville)",236,10,26,"05-05-2020"
"30643","Congo (Kinshasa)",705,34,90,"05-05-2020"
"30665","Cote d'Ivoire",1464,18,701,"05-05-2020"
"30731","Djibouti",1120,2,745,"05-05-2020"
"30775","Egypt",7201,452,1730,"05-05-2020"
"30794","Equatorial Guinea",315,3,13,"05-05-2020"
"30804","Eritrea",39,0,30,"05-05-2020"
"30824","Eswatini",119,1,12,"05-05-2020"
"30836","Ethiopia",145,4,91,"05-05-2020"
"30875","Gabon",397,6,93,"05-05-2020"
"30883","Gambia",17,1,9,"05-05-2020"
"30914","Ghana",2719,18,294,"05-05-2020"
"30953","Guinea",1811,10,498,"05-05-2020"
"30965","Guinea-Bissau",413,1,19,"05-05-2020"
"31144","Kenya",535,24,182,"05-05-2020"
"31222","Liberia",170,20,58,"05-05-2020"
"31232","Libya",63,3,23,"05-05-2020"
"31283","Madagascar",151,0,101,"05-05-2020"
"31292","Malawi",41,3,9,"05-05-2020"
"31324","Mali",612,32,228,"05-05-2020"
"31344","Mauritania",8,1,6,"05-05-2020"
"31352","Mauritius",332,10,319,"05-05-2020"
"31413","Morocco",5219,181,1838,"05-05-2020"
"31421","Mozambique",81,0,19,"05-05-2020"
"31433","Namibia",16,0,8,"05-05-2020"
"31482","Niger",763,38,543,"05-05-2020"
"31492","Nigeria",2950,98,481,"05-05-2020"
"3164","Rwanda",261,0,129,"05-05-2020"
"31692","Sao Tome and Principe",174,3,4,"05-05-2020"
"31711","Senegal",1329,11,470,"05-05-2020"
"31731","Seychelles",11,0,8,"05-05-2020"
"31742","Sierra Leone",199,11,43,"05-05-2020"
"31781","Somalia",835,38,75,"05-05-2020"
"31791","South Africa",7572,148,2746,"05-05-2020"
"31801","South Sudan",52,0,0,"05-05-2020"
"3183","Sudan",778,45,70,"05-05-2020"
"3190","Tanzania",480,16,167,"05-05-2020"
"3193","Togo",128,9,74,"05-05-2020"
"31951","Tunisia",1022,43,482,"05-05-2020"
"31971","Uganda",98,0,55,"05-05-2020"
"3206","Western Sahara",6,0,5,"05-05-2020"
"3208","Zambia",138,3,92,"05-05-2020"
"3209","Zimbabwe",34,4,5,"05-05-2020"
"30363","Algeria",4997,476,2197,"05-06-2020"
"30385","Angola",36,2,11,"05-06-2020"
"30516","Benin",96,2,50,"05-06-2020"
"30557","Botswana",23,1,8,"05-06-2020"
"30595","Burkina Faso",729,48,555,"05-06-2020"
"30615","Burundi",15,1,7,"05-06-2020"
"30644","Cameroon",2265,108,1000,"05-06-2020"
"30655","Central African Republic",94,0,10,"05-06-2020"
"30666","Chad",170,17,43,"05-06-2020"
"30697","Comoros",8,1,0,"05-06-2020"
"30704","Congo (Brazzaville)",264,10,30,"05-06-2020"
"30716","Congo (Kinshasa)",797,35,92,"05-06-2020"
"30732","Cote d'Ivoire",1516,18,721,"05-06-2020"
"30805","Djibouti",1124,3,755,"05-06-2020"
"30844","Egypt",7588,469,1815,"05-06-2020"
"30861","Equatorial Guinea",439,4,13,"05-06-2020"
"30876","Eritrea",39,0,30,"05-06-2020"
"30893","Eswatini",123,2,12,"05-06-2020"
"30905","Ethiopia",162,4,93,"05-06-2020"
"30941","Gabon",397,6,93,"05-06-2020"
"30954","Gambia",17,1,9,"05-06-2020"
"30984","Ghana",3091,18,294,"05-06-2020"
"31023","Guinea",1856,11,597,"05-06-2020"
"31034","Guinea-Bissau",475,2,24,"05-06-2020"
"31213","Kenya",582,26,190,"05-06-2020"
"31293","Liberia",178,20,75,"05-06-2020"
"31302","Libya",64,3,24,"05-06-2020"
"31353","Madagascar",158,0,101,"05-06-2020"
"3136","Malawi",43,3,9,"05-06-2020"
"31392","Mali",631,32,261,"05-06-2020"
"31414","Mauritania",8,1,6,"05-06-2020"
"31422","Mauritius",332,10,320,"05-06-2020"
"31483","Morocco",5408,183,2017,"05-06-2020"
"31493","Mozambique",81,0,21,"05-06-2020"
"31501","Namibia",16,0,8,"05-06-2020"
"3155","Niger",770,38,561,"05-06-2020"
"31563","Nigeria",3145,103,534,"05-06-2020"
"31712","Rwanda",268,0,130,"05-06-2020"
"31763","Sao Tome and Principe",174,3,4,"05-06-2020"
"31782","Senegal",1433,12,493,"05-06-2020"
"31802","Seychelles",11,0,8,"05-06-2020"
"3181","Sierra Leone",225,14,54,"05-06-2020"
"31852","Somalia",873,39,87,"05-06-2020"
"31861","South Africa",7808,153,3153,"05-06-2020"
"31872","South Sudan",58,0,0,"05-06-2020"
"31901","Sudan",852,49,80,"05-06-2020"
"31972","Tanzania",480,16,167,"05-06-2020"
"32001","Togo",128,9,77,"05-06-2020"
"3202","Tunisia",1025,43,591,"05-06-2020"
"3204","Uganda",100,0,55,"05-06-2020"
"3213","Western Sahara",6,0,5,"05-06-2020"
"3215","Zambia",146,4,101,"05-06-2020"
"3216","Zimbabwe",34,4,5,"05-06-2020"
"30435","Algeria",5182,483,2323,"05-07-2020"
"30455","Angola",36,2,11,"05-07-2020"
"30586","Benin",140,2,53,"05-07-2020"
"30627","Botswana",23,1,9,"05-07-2020"
"30667","Burkina Faso",736,48,562,"05-07-2020"
"30684","Burundi",15,1,7,"05-07-2020"
"30717","Cameroon",2267,108,1002,"05-07-2020"
"30724","Central African Republic",94,0,10,"05-07-2020"
"30733","Chad",253,27,50,"05-07-2020"
"30762","Comoros",8,1,0,"05-07-2020"
"30776","Congo (Brazzaville)",264,10,30,"05-07-2020"
"30785","Congo (Kinshasa)",863,36,103,"05-07-2020"
"30806","Cote d'Ivoire",1571,20,742,"05-07-2020"
"30877","Djibouti",1133,3,799,"05-07-2020"
"30915","Egypt",7981,482,1887,"05-07-2020"
"30932","Equatorial Guinea",439,4,13,"05-07-2020"
"30942","Eritrea",39,0,30,"05-07-2020"
"30966","Eswatini",153,2,12,"05-07-2020"
"30975","Ethiopia",191,4,93,"05-07-2020"
"31014","Gabon",504,8,110,"05-07-2020"
"31024","Gambia",18,1,9,"05-07-2020"
"31053","Ghana",3091,18,303,"05-07-2020"
"31095","Guinea",1927,11,629,"05-07-2020"
"31103","Guinea-Bissau",564,2,25,"05-07-2020"
"31284","Kenya",607,29,197,"05-07-2020"
"31361","Liberia",189,20,79,"05-07-2020"
"31372","Libya",64,3,24,"05-07-2020"
"31423","Madagascar",193,0,101,"05-07-2020"
"31434","Malawi",43,3,14,"05-07-2020"
"31461","Mali",650,32,271,"05-07-2020"
"31484","Mauritania",8,1,6,"05-07-2020"
"31494","Mauritius",332,10,320,"05-07-2020"
"31551","Morocco",5548,183,2179,"05-07-2020"
"31564","Mozambique",81,0,24,"05-07-2020"
"31572","Namibia",16,0,9,"05-07-2020"
"31624","Niger",781,42,586,"05-07-2020"
"31635","Nigeria",3526,107,601,"05-07-2020"
"31783","Rwanda",271,0,133,"05-07-2020"
"31831","Sao Tome and Principe",187,4,4,"05-07-2020"
"31853","Senegal",1492,13,562,"05-07-2020"
"31873","Seychelles",11,0,8,"05-07-2020"
"31881","Sierra Leone",231,16,54,"05-07-2020"
"31921","Somalia",928,44,106,"05-07-2020"
"31931","South Africa",8232,161,3153,"05-07-2020"
"3194","South Sudan",74,0,0,"05-07-2020"
"31973","Sudan",930,52,92,"05-07-2020"
"32041","Tanzania",480,16,167,"05-07-2020"
"32073","Togo",135,9,85,"05-07-2020"
"32091","Tunisia",1026,44,600,"05-07-2020"
"3211","Uganda",101,0,55,"05-07-2020"
"3220","Western Sahara",6,0,5,"05-07-2020"
"3222","Zambia",153,4,103,"05-07-2020"
"3223","Zimbabwe",34,4,5,"05-07-2020"
"30506","Algeria",5369,488,2467,"05-08-2020"
"30528","Angola",43,2,11,"05-08-2020"
"30656","Benin",242,2,62,"05-08-2020"
"30698","Botswana",23,1,9,"05-08-2020"
"30734","Burkina Faso",744,48,566,"05-08-2020"
"30755","Burundi",15,1,7,"05-08-2020"
"30786","Cameroon",2267,108,1002,"05-08-2020"
"30795","Central African Republic",143,0,10,"05-08-2020"
"30807","Chad",260,28,50,"05-08-2020"
"30837","Comoros",8,1,0,"05-08-2020"
"30845","Congo (Brazzaville)",274,10,33,"05-08-2020"
"30854","Congo (Kinshasa)",937,39,130,"05-08-2020"
"30878","Cote d'Ivoire",1602,20,754,"05-08-2020"
"30943","Djibouti",1135,3,824,"05-08-2020"
"30985","Egypt",8476,503,1945,"05-08-2020"
"31004","Equatorial Guinea",439,4,13,"05-08-2020"
"31015","Eritrea",39,0,37,"05-08-2020"
"31035","Eswatini",159,2,12,"05-08-2020"
"31043","Ethiopia",194,4,95,"05-08-2020"
"31083","Gabon",620,8,110,"05-08-2020"
"31096","Gambia",20,1,9,"05-08-2020"
"31124","Ghana",4012,18,323,"05-08-2020"
"31162","Guinea",2009,11,663,"05-08-2020"
"31174","Guinea-Bissau",594,2,25,"05-08-2020"
"31354","Kenya",621,29,202,"05-08-2020"
"31435","Liberia",199,20,79,"05-08-2020"
"31442","Libya",64,3,24,"05-08-2020"
"31495","Madagascar",193,0,101,"05-08-2020"
"31502","Malawi",43,3,14,"05-08-2020"
"31532","Mali",668,35,285,"05-08-2020"
"31552","Mauritania",8,1,6,"05-08-2020"
"31565","Mauritius",332,10,320,"05-08-2020"
"31625","Morocco",5711,186,2324,"05-08-2020"
"31636","Mozambique",82,0,27,"05-08-2020"
"31641","Namibia",16,0,9,"05-08-2020"
"31693","Niger",795,44,600,"05-08-2020"
"31701","Nigeria",3912,117,679,"05-08-2020"
"31854","Rwanda",273,0,136,"05-08-2020"
"31902","Sao Tome and Principe",208,5,4,"05-08-2020"
"31922","Senegal",1551,13,611,"05-08-2020"
"31941","Seychelles",11,0,8,"05-08-2020"
"31952","Sierra Leone",257,17,54,"05-08-2020"
"3199","Somalia",928,44,106,"05-08-2020"
"32002","South Africa",8895,178,3153,"05-08-2020"
"32011","South Sudan",120,0,2,"05-08-2020"
"32042","Sudan",1111,59,102,"05-08-2020"
"32111","Tanzania",509,21,183,"05-08-2020"
"3214","Togo",145,10,85,"05-08-2020"
"32161","Tunisia",1030,45,638,"05-08-2020"
"3218","Uganda",101,0,55,"05-08-2020"
"3227","Western Sahara",6,0,5,"05-08-2020"
"3229","Zambia",167,4,111,"05-08-2020"
"3230","Zimbabwe",34,4,9,"05-08-2020"
"30529","Algeria",5558,494,2546,"05-09-2020"
"30545","Angola",43,2,13,"05-09-2020"
"30674","Benin",284,2,62,"05-09-2020"
"30718","Botswana",23,1,12,"05-09-2020"
"30756","Burkina Faso",748,48,569,"05-09-2020"
"30777","Burundi",15,1,7,"05-09-2020"
"30808","Cameroon",2274,108,1232,"05-09-2020"
"30812","Central African Republic",143,0,10,"05-09-2020"
"30825","Chad",322,31,53,"05-09-2020"
"30855","Comoros",11,1,0,"05-09-2020"
"30862","Congo (Brazzaville)",274,10,33,"05-09-2020"
"30879","Congo (Kinshasa)",937,39,130,"05-09-2020"
"30894","Cote d'Ivoire",1667,21,769,"05-09-2020"
"30967","Djibouti",1189,3,834,"05-09-2020"
"31005","Egypt",8964,514,2002,"05-09-2020"
"31025","Equatorial Guinea",439,4,13,"05-09-2020"
"31036","Eritrea",39,0,37,"05-09-2020"
"31054","Eswatini",163,2,14,"05-09-2020"
"31064","Ethiopia",210,5,97,"05-09-2020"
"31104","Gabon",661,8,110,"05-09-2020"
"31115","Gambia",20,1,9,"05-09-2020"
"31145","Ghana",4263,22,378,"05-09-2020"
"31183","Guinea",2042,11,698,"05-09-2020"
"31193","Guinea-Bissau",641,3,25,"05-09-2020"
"31373","Kenya",649,30,207,"05-09-2020"
"3145","Liberia",199,20,79,"05-09-2020"
"31462","Libya",64,3,24,"05-09-2020"
"31512","Madagascar",193,0,101,"05-09-2020"
"31523","Malawi",56,3,14,"05-09-2020"
"31553","Mali",692,37,298,"05-09-2020"
"31573","Mauritania",8,1,6,"05-09-2020"
"31583","Mauritius",332,10,320,"05-09-2020"
"31642","Morocco",5910,186,2461,"05-09-2020"
"31653","Mozambique",87,0,34,"05-09-2020"
"31662","Namibia",16,0,10,"05-09-2020"
"31713","Niger",815,45,617,"05-09-2020"
"31723","Nigeria",4151,128,745,"05-09-2020"
"31874","Rwanda",280,0,140,"05-09-2020"
"31923","Sao Tome and Principe",208,5,4,"05-09-2020"
"31942","Senegal",1634,17,643,"05-09-2020"
"3196","Seychelles",11,0,8,"05-09-2020"
"31974","Sierra Leone",291,18,58,"05-09-2020"
"32012","Somalia",997,48,110,"05-09-2020"
"32021","South Africa",9420,186,3983,"05-09-2020"
"3203","South Sudan",120,0,2,"05-09-2020"
"32061","Sudan",1164,64,119,"05-09-2020"
"32131","Tanzania",509,21,183,"05-09-2020"
"32162","Togo",153,10,87,"05-09-2020"
"32181","Tunisia",1032,45,660,"05-09-2020"
"32201","Uganda",116,0,55,"05-09-2020"
"32291","Western Sahara",6,0,5,"05-09-2020"
"3231","Zambia",252,7,112,"05-09-2020"
"3232","Zimbabwe",35,4,9,"05-09-2020"
"30546","Algeria",5723,502,2678,"05-10-2020"
"30568","Angola",45,2,13,"05-10-2020"
"30699","Benin",319,2,62,"05-10-2020"
"30735","Botswana",23,1,12,"05-10-2020"
"30778","Burkina Faso",751,49,577,"05-10-2020"
"30796","Burundi",15,1,7,"05-10-2020"
"30826","Cameroon",2579,114,1465,"05-10-2020"
"30838","Central African Republic",143,0,10,"05-10-2020"
"30846","Chad",322,31,53,"05-10-2020"
"308710","Comoros",11,1,0,"05-10-2020"
"30884","Congo (Brazzaville)",274,10,33,"05-10-2020"
"30895","Congo (Kinshasa)",991,41,136,"05-10-2020"
"30916","Cote d'Ivoire",1700,21,794,"05-10-2020"
"30986","Djibouti",1210,3,847,"05-10-2020"
"31026","Egypt",9400,525,2075,"05-10-2020"
"31044","Equatorial Guinea",439,4,13,"05-10-2020"
"31055","Eritrea",39,0,37,"05-10-2020"
"31073","Eswatini",172,2,27,"05-10-2020"
"31084","Ethiopia",239,5,99,"05-10-2020"
"31125","Gabon",661,8,110,"05-10-2020"
"31131","Gambia",20,1,9,"05-10-2020"
"31163","Ghana",4263,22,378,"05-10-2020"
"31204","Guinea",2146,11,714,"05-10-2020"
"31214","Guinea-Bissau",726,3,26,"05-10-2020"
"31393","Kenya",672,32,239,"05-10-2020"
"31473","Liberia",199,20,79,"05-10-2020"
"31485","Libya",64,3,24,"05-10-2020"
"31533","Madagascar",193,0,101,"05-10-2020"
"31542","Malawi",56,3,14,"05-10-2020"
"31574","Mali",704,38,351,"05-10-2020"
"31591","Mauritania",8,1,6,"05-10-2020"
"31602","Mauritius",332,10,320,"05-10-2020"
"31663","Morocco",6063,188,2554,"05-10-2020"
"31672","Mozambique",91,0,34,"05-10-2020"
"31682","Namibia",16,0,11,"05-10-2020"
"31732","Niger",821,46,624,"05-10-2020"
"31743","Nigeria",4399,143,778,"05-10-2020"
"31892","Rwanda",284,0,140,"05-10-2020"
"31943","Sao Tome and Principe",208,5,4,"05-10-2020"
"31961","Senegal",1709,19,650,"05-10-2020"
"31982","Seychelles",11,0,10,"05-10-2020"
"31991","Sierra Leone",307,18,67,"05-10-2020"
"32031","Somalia",1054,51,118,"05-10-2020"
"32043","South Africa",10015,194,4173,"05-10-2020"
"3205","South Sudan",120,0,2,"05-10-2020"
"32081","Sudan",1365,70,149,"05-10-2020"
"32151","Tanzania",509,21,183,"05-10-2020"
"32182","Togo",174,11,89,"05-10-2020"
"32202","Tunisia",1032,45,700,"05-10-2020"
"32221","Uganda",121,0,55,"05-10-2020"
"32311","Western Sahara",6,0,5,"05-10-2020"
"3233","Zambia",267,7,117,"05-10-2020"
"3234","Zimbabwe",36,4,9,"05-10-2020"
"30547","Algeria",5891,507,2841,"05-11-2020"
"30569","Angola",45,2,13,"05-11-2020"
"306910","Benin",319,2,62,"05-11-2020"
"30736","Botswana",24,1,12,"05-11-2020"
"30779","Burkina Faso",760,50,584,"05-11-2020"
"30797","Burundi",15,1,7,"05-11-2020"
"30827","Cameroon",2689,125,1524,"05-11-2020"
"30839","Central African Republic",143,0,10,"05-11-2020"
"30847","Chad",322,31,53,"05-11-2020"
"308711","Comoros",11,1,0,"05-11-2020"
"30885","Congo (Brazzaville)",333,11,53,"05-11-2020"
"30896","Congo (Kinshasa)",1024,41,141,"05-11-2020"
"30917","Cote d'Ivoire",1730,21,818,"05-11-2020"
"30987","Djibouti",1227,3,872,"05-11-2020"
"31027","Egypt",9746,533,2172,"05-11-2020"
"31045","Equatorial Guinea",439,4,13,"05-11-2020"
"31056","Eritrea",39,0,38,"05-11-2020"
"31074","Eswatini",175,2,28,"05-11-2020"
"31085","Ethiopia",250,5,105,"05-11-2020"
"31126","Gabon",802,9,127,"05-11-2020"
"31132","Gambia",22,1,10,"05-11-2020"
"31164","Ghana",4700,22,494,"05-11-2020"
"31205","Guinea",2146,11,714,"05-11-2020"
"31215","Guinea-Bissau",761,3,26,"05-11-2020"
"31394","Kenya",700,33,251,"05-11-2020"
"31474","Liberia",211,20,85,"05-11-2020"
"31486","Libya",64,3,28,"05-11-2020"
"31534","Madagascar",186,0,101,"05-11-2020"
"31543","Malawi",57,3,24,"05-11-2020"
"31575","Mali",712,39,377,"05-11-2020"
"31592","Mauritania",8,1,6,"05-11-2020"
"31603","Mauritius",332,10,322,"05-11-2020"
"31664","Morocco",6281,188,2811,"05-11-2020"
"31673","Mozambique",103,0,34,"05-11-2020"
"31683","Namibia",16,0,11,"05-11-2020"
"31733","Niger",832,46,637,"05-11-2020"
"31744","Nigeria",4641,150,902,"05-11-2020"
"31893","Rwanda",285,0,150,"05-11-2020"
"31944","Sao Tome and Principe",208,5,4,"05-11-2020"
"31962","Senegal",1886,19,715,"05-11-2020"
"31983","Seychelles",11,0,10,"05-11-2020"
"31992","Sierra Leone",338,19,72,"05-11-2020"
"32032","Somalia",1089,52,121,"05-11-2020"
"32044","South Africa",10652,206,4357,"05-11-2020"
"32051","South Sudan",156,0,2,"05-11-2020"
"32082","Sudan",1526,74,162,"05-11-2020"
"32152","Tanzania",509,21,183,"05-11-2020"
"32183","Togo",181,11,89,"05-11-2020"
"32203","Tunisia",1032,45,727,"05-11-2020"
"32222","Uganda",121,0,55,"05-11-2020"
"32312","Western Sahara",6,0,6,"05-11-2020"
"32331","Zambia",267,7,117,"05-11-2020"
"32341","Zimbabwe",36,4,9,"05-11-2020"
"30572","Algeria",6067,515,2998,"05-12-2020"
"30596","Angola",45,2,13,"05-12-2020"
"30725","Benin",327,2,76,"05-12-2020"
"30763","Botswana",24,1,17,"05-12-2020"
"30809","Burkina Faso",766,51,588,"05-12-2020"
"30828","Burundi",15,1,7,"05-12-2020"
"30856","Cameroon",2689,125,1524,"05-12-2020"
"30863","Central African Republic",143,0,10,"05-12-2020"
"308712","Chad",357,40,76,"05-12-2020"
"30906","Comoros",11,1,0,"05-12-2020"
"30918","Congo (Brazzaville)",333,11,53,"05-12-2020"
"30923","Congo (Kinshasa)",1102,44,146,"05-12-2020"
"30944","Cote d'Ivoire",1857,21,820,"05-12-2020"
"31016","Djibouti",1256,3,886,"05-12-2020"
"31057","Egypt",10093,544,2326,"05-12-2020"
"31075","Equatorial Guinea",439,4,13,"05-12-2020"
"31086","Eritrea",39,0,38,"05-12-2020"
"31105","Eswatini",184,2,28,"05-12-2020"
"31116","Ethiopia",261,5,106,"05-12-2020"
"31154","Gabon",863,9,137,"05-12-2020"
"31165","Gambia",22,1,10,"05-12-2020"
"31194","Ghana",5127,22,494,"05-12-2020"
"31233","Guinea",2298,11,816,"05-12-2020"
"31245","Guinea-Bissau",820,3,26,"05-12-2020"
"31424","Kenya",715,36,259,"05-12-2020"
"31503","Liberia",211,20,85,"05-12-2020"
"31513","Libya",64,3,28,"05-12-2020"
"31566","Madagascar",186,0,101,"05-12-2020"
"31576","Malawi",57,3,24,"05-12-2020"
"31604","Mali",730,40,398,"05-12-2020"
"31626","Mauritania",9,1,6,"05-12-2020"
"31637","Mauritius",332,10,322,"05-12-2020"
"31694","Morocco",6418,188,2991,"05-12-2020"
"31702","Mozambique",104,0,34,"05-12-2020"
"31714","Namibia",16,0,11,"05-12-2020"
"31764","Niger",854,47,648,"05-12-2020"
"31771","Nigeria",4787,158,959,"05-12-2020"
"31924","Rwanda",286,0,153,"05-12-2020"
"31975","Sao Tome and Principe",208,5,4,"05-12-2020"
"31993","Senegal",1995,19,742,"05-12-2020"
"32013","Seychelles",11,0,10,"05-12-2020"
"32022","Sierra Leone",338,19,72,"05-12-2020"
"32062","Somalia",1170,52,126,"05-12-2020"
"32071","South Africa",11350,206,4357,"05-12-2020"
"32083","South Sudan",194,0,2,"05-12-2020"
"32112","Sudan",1661,80,173,"05-12-2020"
"32184","Tanzania",509,21,183,"05-12-2020"
"3221","Togo",199,11,92,"05-12-2020"
"32231","Tunisia",1032,45,740,"05-12-2020"
"3225","Uganda",129,0,55,"05-12-2020"
"32342","Western Sahara",6,0,6,"05-12-2020"
"3236","Zambia",441,7,117,"05-12-2020"
"3237","Zimbabwe",36,4,9,"05-12-2020"
"30587","Algeria",6253,522,3058,"05-13-2020"
"30606","Angola",45,2,14,"05-13-2020"
"30737","Benin",327,2,83,"05-13-2020"
"307710","Botswana",24,1,17,"05-13-2020"
"30813","Burkina Faso",773,51,592,"05-13-2020"
"308310","Burundi",15,1,7,"05-13-2020"
"30864","Cameroon",2800,136,1543,"05-13-2020"
"308713","Central African Republic",143,0,10,"05-13-2020"
"30886","Chad",372,42,78,"05-13-2020"
"30919","Comoros",11,1,0,"05-13-2020"
"30924","Congo (Brazzaville)",333,11,53,"05-13-2020"
"30933","Congo (Kinshasa)",1169,50,148,"05-13-2020"
"30955","Cote d'Ivoire",1912,24,902,"05-13-2020"
"31028","Djibouti",1268,3,900,"05-13-2020"
"31065","Egypt",10431,556,2486,"05-13-2020"
"31087","Equatorial Guinea",522,6,13,"05-13-2020"
"31097","Eritrea",39,0,38,"05-13-2020"
"31117","Eswatini",187,2,48,"05-13-2020"
"31127","Ethiopia",263,5,108,"05-13-2020"
"31166","Gabon",1004,9,152,"05-13-2020"
"31175","Gambia",23,1,10,"05-13-2020"
"31206","Ghana",5408,24,514,"05-13-2020"
"31246","Guinea",2374,14,856,"05-13-2020"
"31253","Guinea-Bissau",836,3,26,"05-13-2020"
"31436","Kenya",737,40,281,"05-13-2020"
"31514","Lesotho",1,0,0,"05-13-2020"
"31524","Liberia",213,20,101,"05-13-2020"
"31535","Libya",64,3,28,"05-13-2020"
"31584","Madagascar",212,0,107,"05-13-2020"
"31593","Malawi",63,3,24,"05-13-2020"
"31627","Mali",758,44,412,"05-13-2020"
"31643","Mauritania",15,2,6,"05-13-2020"
"31654","Mauritius",332,10,322,"05-13-2020"
"31715","Morocco",6512,188,3131,"05-13-2020"
"31724","Mozambique",104,0,34,"05-13-2020"
"31734","Namibia",16,0,11,"05-13-2020"
"31784","Niger",860,49,658,"05-13-2020"
"31792","Nigeria",4971,164,1070,"05-13-2020"
"31945","Rwanda",287,0,164,"05-13-2020"
"31994","Sao Tome and Principe",220,6,4,"05-13-2020"
"32014","Senegal",2105,21,782,"05-13-2020"
"32033","Seychelles",11,0,10,"05-13-2020"
"32045","Sierra Leone",387,26,97,"05-13-2020"
"32084","Somalia",1219,52,130,"05-13-2020"
"32092","South Africa",12074,219,4745,"05-13-2020"
"32101","South Sudan",203,0,2,"05-13-2020"
"32132","Sudan",1818,90,198,"05-13-2020"
"32204","Tanzania",509,21,183,"05-13-2020"
"32232","Togo",219,11,96,"05-13-2020"
"32251","Tunisia",1032,45,759,"05-13-2020"
"32271","Uganda",139,0,55,"05-13-2020"
"32361","Western Sahara",6,0,6,"05-13-2020"
"3238","Zambia",446,7,124,"05-13-2020"
"3239","Zimbabwe",37,4,12,"05-13-2020"
"31167","Algeria",6442,529,3158,"05-14-2020"
"31184","Angola",48,2,14,"05-14-2020"
"31314","Benin",339,2,83,"05-14-2020"
"31355","Botswana",24,1,17,"05-14-2020"
"31395","Burkina Faso",773,51,592,"05-14-2020"
"31415","Burundi",15,1,7,"05-14-2020"
"31443","Cameroon",2954,139,1553,"05-14-2020"
"31451","Central African Republic",143,0,10,"05-14-2020"
"31463","Chad",399,46,83,"05-14-2020"
"31496","Comoros",11,1,3,"05-14-2020"
"31504","Congo (Brazzaville)",391,15,87,"05-14-2020"
"31515","Congo (Kinshasa)",1242,50,157,"05-14-2020"
"31536","Cote d'Ivoire",1971,24,930,"05-14-2020"
"31605","Djibouti",1284,3,905,"05-14-2020"
"31644","Egypt",10829,571,2626,"05-14-2020"
"31665","Equatorial Guinea",583,7,13,"05-14-2020"
"31674","Eritrea",39,0,38,"05-14-2020"
"31695","Eswatini",187,2,51,"05-14-2020"
"31703","Ethiopia",272,5,108,"05-14-2020"
"31745","Gabon",1104,10,182,"05-14-2020"
"31751","Gambia",23,1,10,"05-14-2020"
"31772","Ghana",5530,24,674,"05-14-2020"
"31811","Guinea",2473,15,895,"05-14-2020"
"31822","Guinea-Bissau",913,3,26,"05-14-2020"
"31995","Kenya",758,42,284,"05-14-2020"
"32072","Lesotho",1,0,0,"05-14-2020"
"32085","Liberia",215,20,105,"05-14-2020"
"32093","Libya",64,3,28,"05-14-2020"
"32141","Madagascar",230,0,108,"05-14-2020"
"32153","Malawi",63,3,24,"05-14-2020"
"32185","Mali",779,46,436,"05-14-2020"
"32205","Mauritania",20,2,7,"05-14-2020"
"32211","Mauritius",332,10,322,"05-14-2020"
"32272","Morocco",6607,190,3310,"05-14-2020"
"3228","Mozambique",115,0,35,"05-14-2020"
"32292","Namibia",16,0,12,"05-14-2020"
"32343","Niger",876,50,677,"05-14-2020"
"3235","Nigeria",5162,167,1180,"05-14-2020"
"3250","Rwanda",287,0,168,"05-14-2020"
"32551","Sao Tome and Principe",235,7,4,"05-14-2020"
"3257","Senegal",2189,23,842,"05-14-2020"
"3259","Seychelles",11,0,10,"05-14-2020"
"32602","Sierra Leone",408,26,97,"05-14-2020"
"32641","Somalia",1284,53,135,"05-14-2020"
"3265","South Africa",12739,238,5676,"05-14-2020"
"32661","South Sudan",203,0,3,"05-14-2020"
"32682","Sudan",1818,90,198,"05-14-2020"
"32753","Tanzania",509,21,183,"05-14-2020"
"32781","Togo",238,11,96,"05-14-2020"
"32805","Tunisia",1032,45,770,"05-14-2020"
"32822","Uganda",160,0,63,"05-14-2020"
"32914","Western Sahara",6,0,6,"05-14-2020"
"32933","Zambia",654,7,124,"05-14-2020"
"32943","Zimbabwe",37,4,13,"05-14-2020"
"31223","Algeria",6629,536,3271,"05-15-2020"
"31247","Angola",48,2,17,"05-15-2020"
"31374","Benin",339,2,83,"05-15-2020"
"31416","Botswana",24,1,17,"05-15-2020"
