"","Country_Region","Confirmed","Deaths","Recovered","Date"
"33942","Somalia",1,0,0,"03-25-2020"
"3395","South Africa",709,0,12,"03-25-2020"
"3398","Sudan",3,1,0,"03-25-2020"
"34042","Tanzania",12,0,0,"03-25-2020"
"34071","Togo",23,0,1,"03-25-2020"
"3409","Tunisia",173,5,2,"03-25-2020"
"3411","Uganda",14,0,0,"03-25-2020"
"3419","Zambia",12,0,0,"03-25-2020"
"3420","Zimbabwe",3,1,0,"03-25-2020"
"3253","Algeria",367,25,29,"03-26-2020"
"3255","Angola",4,0,0,"03-26-2020"
"3268","Benin",6,0,0,"03-26-2020"
"3275","Burkina Faso",152,7,10,"03-26-2020"
"3278","Cameroon",75,1,2,"03-26-2020"
"32793","Central African Republic",3,0,0,"03-26-2020"
"32804","Chad",3,0,0,"03-26-2020"
"3283","Congo (Brazzaville)",4,0,0,"03-26-2020"
"32843","Congo (Kinshasa)",51,3,0,"03-26-2020"
"3286","Cote d'Ivoire",96,0,3,"03-26-2020"
"32932","Djibouti",11,0,0,"03-26-2020"
"32972","Egypt",495,24,102,"03-26-2020"
"32992","Equatorial Guinea",12,0,0,"03-26-2020"
"33003","Eritrea",6,0,0,"03-26-2020"
"33023","Eswatini",6,0,0,"03-26-2020"
"33033","Ethiopia",12,0,0,"03-26-2020"
"33072","Gabon",7,1,0,"03-26-2020"
"33082","Gambia",3,1,0,"03-26-2020"
"33111","Ghana",132,4,1,"03-26-2020"
"33151","Guinea",4,0,0,"03-26-2020"
"33161","Guinea-Bissau",2,0,0,"03-26-2020"
"3334","Kenya",31,1,1,"03-26-2020"
"33423","Liberia",3,0,0,"03-26-2020"
"33431","Libya",1,0,0,"03-26-2020"
"33472","Madagascar",23,0,0,"03-26-2020"
"33502","Mali",4,0,0,"03-26-2020"
"33521","Mauritania",3,0,0,"03-26-2020"
"33532","Mauritius",81,2,0,"03-26-2020"
"33592","Morocco",275,11,8,"03-26-2020"
"33603","Mozambique",7,0,0,"03-26-2020"
"33612","Namibia",8,0,2,"03-26-2020"
"33662","Niger",10,1,0,"03-26-2020"
"33671","Nigeria",65,1,2,"03-26-2020"
"33822","Rwanda",50,0,0,"03-26-2020"
"33883","Senegal",105,0,9,"03-26-2020"
"33902","Seychelles",7,0,0,"03-26-2020"
"33943","Somalia",2,0,0,"03-26-2020"
"33951","South Africa",927,0,12,"03-26-2020"
"33981","Sudan",3,1,0,"03-26-2020"
"34043","Tanzania",13,0,0,"03-26-2020"
"34072","Togo",23,0,1,"03-26-2020"
"34091","Tunisia",197,6,2,"03-26-2020"
"34111","Uganda",14,0,0,"03-26-2020"
"34201","Zambia",16,0,0,"03-26-2020"
"3421","Zimbabwe",3,1,0,"03-26-2020"
"3260","Algeria",409,26,29,"03-27-2020"
"3262","Angola",4,0,0,"03-27-2020"
"32751","Benin",6,0,0,"03-27-2020"
"3282","Burkina Faso",180,9,12,"03-27-2020"
"32861","Cameroon",91,2,2,"03-27-2020"
"32873","Central African Republic",3,0,0,"03-27-2020"
"3288","Chad",3,0,0,"03-27-2020"
"3291","Congo (Brazzaville)",4,0,0,"03-27-2020"
"3292","Congo (Kinshasa)",51,3,2,"03-27-2020"
"32941","Cote d'Ivoire",101,0,3,"03-27-2020"
"33011","Djibouti",12,0,0,"03-27-2020"
"3305","Egypt",536,30,116,"03-27-2020"
"33073","Equatorial Guinea",12,0,0,"03-27-2020"
"33083","Eritrea",6,0,0,"03-27-2020"
"33101","Eswatini",9,0,0,"03-27-2020"
"33112","Ethiopia",16,0,0,"03-27-2020"
"33152","Gabon",7,1,0,"03-27-2020"
"33162","Gambia",3,1,0,"03-27-2020"
"3319","Ghana",137,4,2,"03-27-2020"
"3323","Guinea",8,0,0,"03-27-2020"
"3324","Guinea-Bissau",2,0,0,"03-27-2020"
"33424","Kenya",31,1,1,"03-27-2020"
"33503","Liberia",3,0,0,"03-27-2020"
"33511","Libya",1,0,0,"03-27-2020"
"33551","Madagascar",26,0,0,"03-27-2020"
"33581","Mali",11,0,0,"03-27-2020"
"33604","Mauritania",3,0,0,"03-27-2020"
"33613","Mauritius",94,2,0,"03-27-2020"
"33672","Morocco",345,23,11,"03-27-2020"
"3368","Mozambique",7,0,0,"03-27-2020"
"33695","Namibia",8,0,2,"03-27-2020"
"3374","Niger",10,1,0,"03-27-2020"
"3375","Nigeria",70,1,3,"03-27-2020"
"33903","Rwanda",54,0,0,"03-27-2020"
"33961","Senegal",119,0,11,"03-27-2020"
"33982","Seychelles",7,0,0,"03-27-2020"
"34021","Somalia",3,0,0,"03-27-2020"
"34032","South Africa",1170,1,31,"03-27-2020"
"3406","Sudan",3,1,0,"03-27-2020"
"34122","Tanzania",13,0,1,"03-27-2020"
"34152","Togo",25,1,1,"03-27-2020"
"3417","Tunisia",227,6,2,"03-27-2020"
"34191","Uganda",23,0,0,"03-27-2020"
"3428","Zambia",22,0,0,"03-27-2020"
"3429","Zimbabwe",5,1,0,"03-27-2020"
"32601","Algeria",454,29,31,"03-28-2020"
"32621","Angola",5,0,0,"03-28-2020"
"32752","Benin",6,0,0,"03-28-2020"
"32821","Burkina Faso",207,11,21,"03-28-2020"
"32862","Cameroon",91,2,2,"03-28-2020"
"32874","Central African Republic",3,0,0,"03-28-2020"
"32881","Chad",3,0,0,"03-28-2020"
"32911","Congo (Brazzaville)",4,0,0,"03-28-2020"
"32921","Congo (Kinshasa)",65,6,2,"03-28-2020"
"32942","Cote d'Ivoire",101,0,3,"03-28-2020"
"33012","Djibouti",14,0,0,"03-28-2020"
"33051","Egypt",576,36,121,"03-28-2020"
"33074","Equatorial Guinea",12,0,0,"03-28-2020"
"33084","Eritrea",6,0,0,"03-28-2020"
"33102","Eswatini",9,0,0,"03-28-2020"
"33113","Ethiopia",16,0,1,"03-28-2020"
"33153","Gabon",7,1,0,"03-28-2020"
"33163","Gambia",3,1,0,"03-28-2020"
"33191","Ghana",141,5,2,"03-28-2020"
"33231","Guinea",8,0,0,"03-28-2020"
"33241","Guinea-Bissau",2,0,0,"03-28-2020"
"33425","Kenya",38,1,1,"03-28-2020"
"33504","Liberia",3,0,0,"03-28-2020"
"33512","Libya",3,0,0,"03-28-2020"
"33562","Madagascar",26,0,0,"03-28-2020"
"33593","Mali",18,0,0,"03-28-2020"
"33614","Mauritania",5,0,0,"03-28-2020"
"3362","Mauritius",102,2,0,"03-28-2020"
"33681","Morocco",402,25,11,"03-28-2020"
"33691","Mozambique",8,0,0,"03-28-2020"
"3370","Namibia",8,0,2,"03-28-2020"
"33751","Niger",10,1,0,"03-28-2020"
"33761","Nigeria",89,1,3,"03-28-2020"
"33912","Rwanda",60,0,0,"03-28-2020"
"33971","Senegal",130,0,18,"03-28-2020"
"3399","Seychelles",8,0,0,"03-28-2020"
"34033","Somalia",3,0,0,"03-28-2020"
"34044","South Africa",1187,1,31,"03-28-2020"
"34073","Sudan",5,1,0,"03-28-2020"
"34131","Tanzania",14,0,1,"03-28-2020"
"34161","Togo",25,1,1,"03-28-2020"
"3418","Tunisia",278,8,2,"03-28-2020"
"34202","Uganda",30,0,0,"03-28-2020"
"34291","Zambia",28,0,0,"03-28-2020"
"3430","Zimbabwe",7,1,0,"03-28-2020"
"3264","Algeria",511,31,31,"03-29-2020"
"3266","Angola",7,2,0,"03-29-2020"
"32794","Benin",6,0,0,"03-29-2020"
"32863","Burkina Faso",222,12,23,"03-29-2020"
"3290","Cameroon",139,6,5,"03-29-2020"
"32912","Central African Republic",3,0,0,"03-29-2020"
"32922","Chad",3,0,0,"03-29-2020"
"3295","Congo (Brazzaville)",19,0,0,"03-29-2020"
"3296","Congo (Kinshasa)",65,6,2,"03-29-2020"
"32981","Cote d'Ivoire",165,1,4,"03-29-2020"
"33052","Djibouti",18,0,0,"03-29-2020"
"33091","Egypt",609,40,132,"03-29-2020"
"33114","Equatorial Guinea",12,0,0,"03-29-2020"
"33121","Eritrea",12,0,0,"03-29-2020"
"33141","Eswatini",9,0,0,"03-29-2020"
"33154","Ethiopia",21,0,1,"03-29-2020"
"33192","Gabon",7,1,0,"03-29-2020"
"3320","Gambia",4,1,0,"03-29-2020"
"33232","Ghana",152,5,2,"03-29-2020"
"3327","Guinea",16,0,0,"03-29-2020"
"3328","Guinea-Bissau",2,0,0,"03-29-2020"
"33461","Kenya",42,1,1,"03-29-2020"
"33542","Liberia",3,0,0,"03-29-2020"
"33552","Libya",8,0,0,"03-29-2020"
"33605","Madagascar",39,0,0,"03-29-2020"
"33631","Mali",18,1,0,"03-29-2020"
"33651","Mauritania",5,0,2,"03-29-2020"
"33663","Mauritius",107,3,0,"03-29-2020"
"3372","Morocco",479,26,13,"03-29-2020"
"33731","Mozambique",8,0,0,"03-29-2020"
"33741","Namibia",11,0,2,"03-29-2020"
"33791","Niger",18,1,0,"03-29-2020"
"33801","Nigeria",111,1,3,"03-29-2020"
"33952","Rwanda",70,0,0,"03-29-2020"
"34011","Senegal",142,0,27,"03-29-2020"
"34034","Seychelles",8,0,0,"03-29-2020"
"34074","Somalia",3,0,0,"03-29-2020"
"34081","South Africa",1280,2,31,"03-29-2020"
"34112","Sudan",6,1,0,"03-29-2020"
"34171","Tanzania",14,0,1,"03-29-2020"
"34203","Togo",25,1,1,"03-29-2020"
"3422","Tunisia",312,8,2,"03-29-2020"
"3424","Uganda",33,0,0,"03-29-2020"
"3433","Zambia",29,0,0,"03-29-2020"
"3434","Zimbabwe",7,1,0,"03-29-2020"
"32681","Algeria",584,35,37,"03-30-2020"
"3270","Angola",7,2,0,"03-30-2020"
"32831","Benin",6,0,0,"03-30-2020"
"32875","Botswana",3,0,0,"03-30-2020"
"32913","Burkina Faso",246,12,31,"03-30-2020"
"32951","Cameroon",139,6,5,"03-30-2020"
"32961","Central African Republic",3,0,0,"03-30-2020"
"32973","Chad",5,0,0,"03-30-2020"
"33004","Congo (Brazzaville)",19,0,0,"03-30-2020"
"33013","Congo (Kinshasa)",81,8,2,"03-30-2020"
"33034","Cote d'Ivoire",168,1,6,"03-30-2020"
"33103","Djibouti",18,0,0,"03-30-2020"
"33142","Egypt",656,41,150,"03-30-2020"
"33164","Equatorial Guinea",12,0,0,"03-30-2020"
"33172","Eritrea",12,0,0,"03-30-2020"
"33193","Eswatini",9,0,0,"03-30-2020"
"33201","Ethiopia",23,0,4,"03-30-2020"
"33242","Gabon",7,1,0,"03-30-2020"
"33255","Gambia",4,1,0,"03-30-2020"
"33281","Ghana",152,5,2,"03-30-2020"
"33321","Guinea",22,0,0,"03-30-2020"
"33331","Guinea-Bissau",8,0,0,"03-30-2020"
"33513","Kenya",50,1,1,"03-30-2020"
"33594","Liberia",3,0,0,"03-30-2020"
"33606","Libya",8,0,0,"03-30-2020"
"33652","Madagascar",43,0,0,"03-30-2020"
"33682","Mali",25,2,0,"03-30-2020"
"33701","Mauritania",5,1,2,"03-30-2020"
"33713","Mauritius",128,3,0,"03-30-2020"
"33771","Morocco",556,33,15,"03-30-2020"
"33781","Mozambique",8,0,0,"03-30-2020"
"33792","Namibia",11,0,2,"03-30-2020"
"33842","Niger",27,3,0,"03-30-2020"
"33851","Nigeria",131,2,8,"03-30-2020"
"34003","Rwanda",70,0,0,"03-30-2020"
"34061","Senegal",162,0,27,"03-30-2020"
"34082","Seychelles",8,0,0,"03-30-2020"
"34123","Somalia",3,0,0,"03-30-2020"
"34132","South Africa",1326,3,31,"03-30-2020"
"34162","Sudan",6,2,0,"03-30-2020"
"34221","Tanzania",19,0,1,"03-30-2020"
"3425","Togo",30,1,1,"03-30-2020"
"3427","Tunisia",312,8,3,"03-30-2020"
"34292","Uganda",33,0,0,"03-30-2020"
"3438","Zambia",35,0,0,"03-30-2020"
"3439","Zimbabwe",7,1,0,"03-30-2020"
"2261","Algeria",716,44,46,"03-31-2020"
"2263","Angola",7,2,1,"03-31-2020"
"2276","Benin",9,0,1,"03-31-2020"
"2280","Botswana",4,1,0,"03-31-2020"
"2284","Burkina Faso",261,14,32,"03-31-2020"
"2286","Burundi",2,0,0,"03-31-2020"
"2289","Cameroon",193,6,5,"03-31-2020"
"2290","Central African Republic",3,0,0,"03-31-2020"
"2291","Chad",7,0,0,"03-31-2020"
"2294","Congo (Brazzaville)",19,0,0,"03-31-2020"
"2295","Congo (Kinshasa)",98,8,2,"03-31-2020"
"2297","Cote d'Ivoire",179,1,7,"03-31-2020"
"2304","Djibouti",30,0,0,"03-31-2020"
"2308","Egypt",710,46,157,"03-31-2020"
"2310","Equatorial Guinea",12,0,1,"03-31-2020"
"2311","Eritrea",15,0,0,"03-31-2020"
"2313","Eswatini",9,0,0,"03-31-2020"
"2314","Ethiopia",26,0,2,"03-31-2020"
"2318","Gabon",16,1,0,"03-31-2020"
"2319","Gambia",4,1,0,"03-31-2020"
"2322","Ghana",161,5,31,"03-31-2020"
"2326","Guinea",22,0,0,"03-31-2020"
"2327","Guinea-Bissau",8,0,0,"03-31-2020"
"2345","Kenya",59,1,1,"03-31-2020"
"23532","Liberia",3,0,0,"03-31-2020"
"2354","Libya",10,0,1,"03-31-2020"
"2359","Madagascar",57,0,0,"03-31-2020"
"2362","Mali",28,2,0,"03-31-2020"
"2364","Mauritania",6,1,2,"03-31-2020"
"2365","Mauritius",143,5,0,"03-31-2020"
"2371","Morocco",617,36,24,"03-31-2020"
"2372","Mozambique",8,0,0,"03-31-2020"
"2373","Namibia",11,0,2,"03-31-2020"
"2378","Niger",27,3,0,"03-31-2020"
"2379","Nigeria",135,2,8,"03-31-2020"
"2394","Rwanda",75,0,0,"03-31-2020"
"2400","Senegal",175,0,40,"03-31-2020"
"2402","Seychelles",10,0,0,"03-31-2020"
"2403","Sierra Leone",1,0,0,"03-31-2020"
"2407","Somalia",5,0,1,"03-31-2020"
"2408","South Africa",1353,5,31,"03-31-2020"
"2411","Sudan",7,2,1,"03-31-2020"
"2417","Tanzania",19,1,1,"03-31-2020"
"2420","Togo",34,1,10,"03-31-2020"
"2422","Tunisia",394,10,3,"03-31-2020"
"2424","Uganda",44,0,0,"03-31-2020"
"2433","Zambia",35,0,0,"03-31-2020"
"2434","Zimbabwe",8,1,0,"03-31-2020"
"23101","Algeria",847,58,61,"04-01-2020"
"2312","Angola",8,2,1,"04-01-2020"
"2325","Benin",13,0,1,"04-01-2020"
"2329","Botswana",4,1,0,"04-01-2020"
"2333","Burkina Faso",282,16,46,"04-01-2020"
"2335","Burundi",2,0,0,"04-01-2020"
"2338","Cameroon",233,6,10,"04-01-2020"
"2339","Central African Republic",3,0,0,"04-01-2020"
"2340","Chad",7,0,0,"04-01-2020"
"2343","Congo (Brazzaville)",19,0,0,"04-01-2020"
"2344","Congo (Kinshasa)",109,9,3,"04-01-2020"
"2346","Cote d'Ivoire",190,1,9,"04-01-2020"
"23531","Djibouti",33,0,0,"04-01-2020"
"2357","Egypt",779,52,179,"04-01-2020"
"23591","Equatorial Guinea",15,0,1,"04-01-2020"
"2360","Eritrea",15,0,0,"04-01-2020"
"23621","Eswatini",9,0,0,"04-01-2020"
"2363","Ethiopia",29,0,2,"04-01-2020"
"2367","Gabon",18,1,0,"04-01-2020"
"2368","Gambia",4,1,2,"04-01-2020"
"23711","Ghana",195,5,31,"04-01-2020"
"2375","Guinea",30,0,0,"04-01-2020"
"2376","Guinea-Bissau",9,0,0,"04-01-2020"
"23941","Kenya",81,1,3,"04-01-2020"
"24021","Liberia",6,0,0,"04-01-2020"
"24031","Libya",10,0,0,"04-01-2020"
"24081","Madagascar",57,0,0,"04-01-2020"
"24111","Mali",31,3,0,"04-01-2020"
"2413","Mauritania",6,1,2,"04-01-2020"
"2414","Mauritius",161,6,0,"04-01-2020"
"24201","Morocco",654,39,29,"04-01-2020"
"2421","Mozambique",10,0,0,"04-01-2020"
"24221","Namibia",14,0,2,"04-01-2020"
"2427","Niger",74,5,0,"04-01-2020"
"2428","Nigeria",174,2,9,"04-01-2020"
"2443","Rwanda",82,0,0,"04-01-2020"
"2449","Senegal",190,1,45,"04-01-2020"
"2451","Seychelles",10,0,0,"04-01-2020"
"2452","Sierra Leone",2,0,0,"04-01-2020"
"2456","Somalia",5,0,1,"04-01-2020"
"2457","South Africa",1380,5,50,"04-01-2020"
"2460","Sudan",7,2,2,"04-01-2020"
"2466","Tanzania",20,1,1,"04-01-2020"
"2469","Togo",36,2,10,"04-01-2020"
"2471","Tunisia",423,12,5,"04-01-2020"
"2473","Uganda",44,0,0,"04-01-2020"
"2482","Zambia",36,0,0,"04-01-2020"
"2483","Zimbabwe",8,1,0,"04-01-2020"
"23942","Algeria",986,86,61,"04-02-2020"
"2396","Angola",8,2,1,"04-02-2020"
"2409","Benin",13,0,1,"04-02-2020"
"24131","Botswana",4,1,0,"04-02-2020"
"24171","Burkina Faso",288,16,50,"04-02-2020"
"2419","Burundi",3,0,0,"04-02-2020"
"24222","Cameroon",306,7,10,"04-02-2020"
"2423","Central African Republic",3,0,0,"04-02-2020"
"24241","Chad",8,0,0,"04-02-2020"
"24271","Congo (Brazzaville)",22,2,2,"04-02-2020"
"24281","Congo (Kinshasa)",134,13,3,"04-02-2020"
"2430","Cote d'Ivoire",194,1,15,"04-02-2020"
"2437","Djibouti",40,0,0,"04-02-2020"
"2441","Egypt",865,58,201,"04-02-2020"
"24431","Equatorial Guinea",15,0,1,"04-02-2020"
"2444","Eritrea",22,0,0,"04-02-2020"
"2446","Eswatini",9,0,0,"04-02-2020"
"2447","Ethiopia",29,0,3,"04-02-2020"
"24511","Gabon",21,1,0,"04-02-2020"
"24521","Gambia",4,1,2,"04-02-2020"
"2455","Ghana",204,5,31,"04-02-2020"
"24591","Guinea",52,0,0,"04-02-2020"
"24601","Guinea-Bissau",9,0,0,"04-02-2020"
"2478","Kenya",110,3,4,"04-02-2020"
"2486","Liberia",6,0,0,"04-02-2020"
"2487","Libya",11,1,0,"04-02-2020"
"2492","Madagascar",59,0,0,"04-02-2020"
"2493","Malawi",3,0,0,"04-02-2020"
"2496","Mali",36,3,0,"04-02-2020"
"2498","Mauritania",6,1,2,"04-02-2020"
"2499","Mauritius",169,7,0,"04-02-2020"
"2505","Morocco",708,44,31,"04-02-2020"
"2506","Mozambique",10,0,0,"04-02-2020"
"2507","Namibia",14,0,3,"04-02-2020"
"2512","Niger",98,5,0,"04-02-2020"
"2513","Nigeria",184,2,20,"04-02-2020"
"2528","Rwanda",84,0,0,"04-02-2020"
"2534","Senegal",195,1,55,"04-02-2020"
"2536","Seychelles",10,0,0,"04-02-2020"
"2537","Sierra Leone",2,0,0,"04-02-2020"
"2541","Somalia",5,0,1,"04-02-2020"
"2542","South Africa",1462,5,50,"04-02-2020"
"2545","Sudan",8,2,2,"04-02-2020"
"2551","Tanzania",20,1,2,"04-02-2020"
"2554","Togo",39,2,17,"04-02-2020"
"2556","Tunisia",455,14,5,"04-02-2020"
"25581","Uganda",45,0,0,"04-02-2020"
"2567","Zambia",39,1,0,"04-02-2020"
"2568","Zimbabwe",9,1,0,"04-02-2020"
"24491","Algeria",1171,105,62,"04-03-2020"
"24512","Angola",8,2,1,"04-03-2020"
"2464","Benin",16,0,2,"04-03-2020"
"2468","Botswana",4,1,0,"04-03-2020"
"2472","Burkina Faso",302,16,50,"04-03-2020"
"2474","Burundi",3,0,0,"04-03-2020"
"2477","Cameroon",509,8,17,"04-03-2020"
"24781","Central African Republic",8,0,0,"04-03-2020"
"2479","Chad",8,0,0,"04-03-2020"
"24821","Congo (Brazzaville)",22,2,2,"04-03-2020"
"24831","Congo (Kinshasa)",134,13,3,"04-03-2020"
"2485","Cote d'Ivoire",218,1,19,"04-03-2020"
"24921","Djibouti",49,0,8,"04-03-2020"
"24961","Egypt",985,66,216,"04-03-2020"
"24981","Equatorial Guinea",16,0,1,"04-03-2020"
"24991","Eritrea",22,0,0,"04-03-2020"
"2501","Eswatini",9,0,0,"04-03-2020"
"2502","Ethiopia",35,0,3,"04-03-2020"
"25061","Gabon",21,1,1,"04-03-2020"
"25071","Gambia",4,1,2,"04-03-2020"
"2510","Ghana",205,5,31,"04-03-2020"
"2514","Guinea",73,0,2,"04-03-2020"
"2515","Guinea-Bissau",15,0,0,"04-03-2020"
"2533","Kenya",122,4,4,"04-03-2020"
"25411","Liberia",7,0,0,"04-03-2020"
"25421","Libya",11,1,0,"04-03-2020"
"2547","Madagascar",70,0,0,"04-03-2020"
"2548","Malawi",3,0,0,"04-03-2020"
"25511","Mali",39,3,0,"04-03-2020"
"2553","Mauritania",6,1,2,"04-03-2020"
"25541","Mauritius",186,7,0,"04-03-2020"
"2560","Morocco",791,48,57,"04-03-2020"
"2561","Mozambique",10,0,0,"04-03-2020"
"2562","Namibia",14,0,3,"04-03-2020"
"25671","Niger",120,5,0,"04-03-2020"
"25681","Nigeria",210,4,25,"04-03-2020"
"2583","Rwanda",89,0,0,"04-03-2020"
"2589","Senegal",207,1,66,"04-03-2020"
"2591","Seychelles",10,0,0,"04-03-2020"
"2592","Sierra Leone",2,0,0,"04-03-2020"
"2596","Somalia",7,0,1,"04-03-2020"
"2597","South Africa",1505,9,95,"04-03-2020"
"2600","Sudan",10,2,2,"04-03-2020"
"2606","Tanzania",20,1,3,"04-03-2020"
"2609","Togo",40,3,17,"04-03-2020"
"2611","Tunisia",495,18,5,"04-03-2020"
"2613","Uganda",48,0,0,"04-03-2020"
"2622","Zambia",39,1,2,"04-03-2020"
"2623","Zimbabwe",9,1,0,"04-03-2020"
"2503","Algeria",1251,130,90,"04-04-2020"
"25051","Angola",10,2,2,"04-04-2020"
"2518","Benin",16,0,2,"04-04-2020"
"2522","Botswana",4,1,0,"04-04-2020"
"2526","Burkina Faso",318,16,66,"04-04-2020"
"25281","Burundi",3,0,0,"04-04-2020"
"2531","Cameroon",555,9,17,"04-04-2020"
"2532","Central African Republic",8,0,0,"04-04-2020"
"25331","Chad",9,0,0,"04-04-2020"
"25361","Congo (Brazzaville)",22,2,2,"04-04-2020"
"25371","Congo (Kinshasa)",154,18,3,"04-04-2020"
"2539","Cote d'Ivoire",245,1,25,"04-04-2020"
"2546","Djibouti",50,0,8,"04-04-2020"
"2550","Egypt",1070,71,241,"04-04-2020"
"2552","Equatorial Guinea",16,0,1,"04-04-2020"
"25531","Eritrea",29,0,0,"04-04-2020"
"2555","Eswatini",9,0,0,"04-04-2020"
"25561","Ethiopia",38,0,4,"04-04-2020"
"25601","Gabon",21,1,1,"04-04-2020"
"25611","Gambia",4,1,2,"04-04-2020"
"25641","Ghana",205,5,31,"04-04-2020"
"25682","Guinea",111,0,5,"04-04-2020"
"2569","Guinea-Bissau",18,0,0,"04-04-2020"
"2587","Kenya",126,4,4,"04-04-2020"
"2595","Liberia",10,1,3,"04-04-2020"
"25961","Libya",18,1,0,"04-04-2020"
"2601","Madagascar",70,0,0,"04-04-2020"
"2602","Malawi",4,0,0,"04-04-2020"
"2605","Mali",41,3,1,"04-04-2020"
"2607","Mauritania",6,1,2,"04-04-2020"
"2608","Mauritius",196,7,7,"04-04-2020"
"2614","Morocco",919,59,66,"04-04-2020"
"2615","Mozambique",10,0,1,"04-04-2020"
"2616","Namibia",14,0,3,"04-04-2020"
"2621","Niger",144,8,0,"04-04-2020"
"26221","Nigeria",214,4,25,"04-04-2020"
"2637","Rwanda",102,0,0,"04-04-2020"
"2643","Senegal",219,2,72,"04-04-2020"
"2645","Seychelles",10,0,0,"04-04-2020"
"2646","Sierra Leone",4,0,0,"04-04-2020"
"2650","Somalia",7,0,1,"04-04-2020"
"2651","South Africa",1585,9,95,"04-04-2020"
"2654","Sudan",10,2,2,"04-04-2020"
"2660","Tanzania",20,1,3,"04-04-2020"
"2663","Togo",41,3,17,"04-04-2020"
"2665","Tunisia",553,18,5,"04-04-2020"
"2667","Uganda",48,0,0,"04-04-2020"
"2676","Zambia",39,1,2,"04-04-2020"
"2677","Zimbabwe",9,1,0,"04-04-2020"
"2586","Algeria",1320,152,90,"04-05-2020"
"2588","Angola",14,2,2,"04-05-2020"
"26011","Benin",22,0,5,"04-05-2020"
"26051","Botswana",6,1,0,"04-05-2020"
"26091","Burkina Faso",345,17,90,"04-05-2020"
"26111","Burundi",3,0,0,"04-05-2020"
"26141","Cameroon",650,9,17,"04-05-2020"
"26151","Central African Republic",8,0,0,"04-05-2020"
"26161","Chad",9,0,0,"04-05-2020"
"2619","Congo (Brazzaville)",45,5,2,"04-05-2020"
"2620","Congo (Kinshasa)",154,18,3,"04-05-2020"
"26222","Cote d'Ivoire",261,3,37,"04-05-2020"
"2629","Djibouti",59,0,9,"04-05-2020"
"2633","Egypt",1173,78,247,"04-05-2020"
"2635","Equatorial Guinea",16,0,1,"04-05-2020"
"2636","Eritrea",29,0,0,"04-05-2020"
"2638","Eswatini",9,0,0,"04-05-2020"
"2639","Ethiopia",43,2,4,"04-05-2020"
"26431","Gabon",21,1,1,"04-05-2020"
"2644","Gambia",4,1,2,"04-05-2020"
"2647","Ghana",214,5,31,"04-05-2020"
"26511","Guinea",121,0,5,"04-05-2020"
"2652","Guinea-Bissau",18,0,0,"04-05-2020"
"2670","Kenya",142,4,4,"04-05-2020"
"2678","Liberia",13,3,3,"04-05-2020"
"2679","Libya",18,1,0,"04-05-2020"
"26841","Madagascar",72,0,2,"04-05-2020"
"2685","Malawi",4,0,0,"04-05-2020"
"2688","Mali",45,5,1,"04-05-2020"
"2690","Mauritania",6,1,2,"04-05-2020"
"2691","Mauritius",227,7,7,"04-05-2020"
"2697","Morocco",1021,70,76,"04-05-2020"
"2698","Mozambique",10,0,1,"04-05-2020"
"2699","Namibia",16,0,3,"04-05-2020"
"2704","Niger",184,10,13,"04-05-2020"
"2705","Nigeria",232,5,33,"04-05-2020"
"2720","Rwanda",104,0,4,"04-05-2020"
"2726","Senegal",222,2,82,"04-05-2020"
"2728","Seychelles",10,0,0,"04-05-2020"
"2729","Sierra Leone",6,0,0,"04-05-2020"
"2733","Somalia",7,0,1,"04-05-2020"
"2734","South Africa",1655,11,95,"04-05-2020"
"2735","South Sudan",1,0,0,"04-05-2020"
"2738","Sudan",12,2,2,"04-05-2020"
"2744","Tanzania",22,1,3,"04-05-2020"
"2747","Togo",44,3,20,"04-05-2020"
"2749","Tunisia",574,22,5,"04-05-2020"
"2751","Uganda",52,0,0,"04-05-2020"
"2760","Western Sahara",4,0,0,"04-05-2020"
"2761","Zambia",39,1,3,"04-05-2020"
"2762","Zimbabwe",9,1,0,"04-05-2020"
"2630","Algeria",1423,173,90,"04-06-2020"
"2632","Angola",16,2,2,"04-06-2020"
"26451","Benin",26,1,5,"04-06-2020"
"2649","Botswana",6,1,0,"04-06-2020"
"2653","Burkina Faso",364,18,108,"04-06-2020"
"2655","Burundi",3,0,0,"04-06-2020"
"2658","Cameroon",658,9,17,"04-06-2020"
"2659","Central African Republic",8,0,0,"04-06-2020"
"26601","Chad",9,0,0,"04-06-2020"
"26631","Congo (Brazzaville)",45,5,2,"04-06-2020"
"2664","Congo (Kinshasa)",161,18,5,"04-06-2020"
"26661","Cote d'Ivoire",323,3,41,"04-06-2020"
"2673","Djibouti",90,0,9,"04-06-2020"
"26771","Egypt",1322,85,259,"04-06-2020"
"26791","Equatorial Guinea",16,0,3,"04-06-2020"
"2680","Eritrea",31,0,0,"04-06-2020"
"2682","Eswatini",10,0,4,"04-06-2020"
"2683","Ethiopia",44,2,4,"04-06-2020"
"2687","Gabon",24,1,1,"04-06-2020"
"26881","Gambia",4,1,2,"04-06-2020"
"26911","Ghana",214,5,31,"04-06-2020"
"2695","Guinea",128,0,5,"04-06-2020"
"2696","Guinea-Bissau",18,0,0,"04-06-2020"
"2714","Kenya",158,6,4,"04-06-2020"
"2722","Liberia",14,3,3,"04-06-2020"
"2723","Libya",19,1,1,"04-06-2020"
"27281","Madagascar",82,0,2,"04-06-2020"
"27291","Malawi",5,0,0,"04-06-2020"
