"","Est","Var","Country","Date","Exposure","Upper","Lower"
"1",9.26813760478001,0.131904346987315,"Algeria",2020-06-06,103,9.53194629875465,9.00432891080538
"2",9.28792910641404,0.129418278782813,"Algeria",2020-06-07,104,9.54676566397967,9.02909254884842
"3",9.30438758754007,0.134833368080766,"Algeria",2020-06-08,105,9.5740543237016,9.03472085137854
"4",9.32497469103712,0.137770221150803,"Algeria",2020-06-09,106,9.60051513333873,9.04943424873552
"5",9.3511885978938,0.139650306402713,"Algeria",2020-06-10,107,9.63048921069923,9.07188798508837
"6",9.3689378154134,0.138081695676884,"Algeria",2020-06-11,108,9.64510120676717,9.09277442405963
"7",9.3897577774478,0.143779796370048,"Algeria",2020-06-12,109,9.6773173701879,9.10219818470771
"8",9.40921924883875,0.144235678184077,"Algeria",2020-06-13,110,9.6976906052069,9.12074789247059
"9",9.42851660661716,0.147288716608222,"Algeria",2020-06-14,111,9.72309403983361,9.13393917340072
"10",9.44812237627398,0.150153849193075,"Algeria",2020-06-15,112,9.74843007466013,9.14781467788783
